nflId,FirstName,LastName,PositionAbbr,EntryYear,DraftRound,DraftNumber,Height,Weight,College
71461,Allan,Shipley,C,2009,7,226,"6'01""",307,Penn State
79583,Ricky,Jean Francois,DT,2009,7,244,"6'03""",313,Louisiana State
89758,Clinton,McDonald,DT,2009,7,249,"6'02""",297,Memphis
89802,Ryan,Succop,K,2009,7,256,"6'02""",218,South Carolina
2507557,Christopher,Baker,DT,2009,NULL,NULL,"6'02""",320,Hampton
71259,Britton,Colquitt,P,2009,NULL,NULL,"6'03""",210,Tennessee
81821,Ramon,Foster,G,2009,NULL,NULL,"6'05""",328,Tennessee
2507590,Stephen,McLendon,NT,2009,NULL,NULL,"6'03""",310,Troy
2507597,Colt,Anderson,FS,2009,NULL,NULL,"5'10""",195,Montana
2507617,Michael,Bennett,DE,2009,NULL,NULL,"6'04""",274,Texas A&M
81294,Brian,Hoyer,QB,2009,NULL,NULL,"6'02""",215,Michigan State
2507644,Ramon,Humber,OLB,2009,NULL,NULL,"5'11""",232,North Dakota State
2507668,Nicholas,Sundberg,LS,2009,NULL,NULL,"6'00""",256,California
71211,Alexander,Boone,G,2009,NULL,NULL,"6'08""",310,Ohio State
2507701,Evan,Smith,G,2009,NULL,NULL,"6'02""",308,Idaho State
2507716,Demar,Dotson,T,2009,NULL,NULL,"6'09""",315,Southern Mississippi
71249,Jonathan,Casillas,OLB,2009,NULL,NULL,"6'01""",227,Wisconsin
2507831,Jonathan,Weeks,LS,2010,NULL,NULL,"5'10""",250,Baylor
2507837,Alexander,Love,DT,2010,NULL,NULL,"6'01""",310,Mississippi State
2507843,Vincent,Rey,OLB,2010,NULL,NULL,"6'00""",250,Duke
2507845,Michael,Windt,LS,2010,NULL,NULL,"6'01""",237,Cincinnati
494307,Darian,Stewart,FS,2010,NULL,NULL,"5'11""",214,South Carolina
2507865,Ben,Garland,G,2010,NULL,NULL,"6'05""",308,Air Force
2507871,Austin,Howard,T,2010,NULL,NULL,"6'07""",330,Northern Iowa
497149,LeGarrette,Blount,RB,2010,NULL,NULL,"6'00""",250,Oregon
2507917,Tramaine,Brock,CB,2010,NULL,NULL,"5'10""",197,Belhaven
2530660,Kamar,Aiken,WR,2011,NULL,NULL,"6'02""",216,Central Florida
2530763,Patrick,DiMarco,FB,2011,NULL,NULL,"6'01""",234,South Carolina
2495425,Scott,Tolzien,QB,2011,NULL,NULL,"6'02""",215,Wisconsin
2495259,Dan,Bailey,K,2011,NULL,NULL,"6'00""",195,Oklahoma State
2539987,Christopher,Jones,P,2011,NULL,NULL,"6'00""",205,Carson-Newman
2531080,Benjamin,Jacobs,OLB,2011,NULL,NULL,"6'04""",240,Fresno State
2531049,Chris,Matthews,WR,2011,NULL,NULL,"6'05""",228,Kentucky
2531030,Byron,Bell,T,2011,NULL,NULL,"6'05""",340,New Mexico
2495150,Kai,Forbath,K,2011,NULL,NULL,"5'11""",197,UCLA
2531177,Sterling,Moore,CB,2011,NULL,NULL,"5'10""",202,Southern Methodist
2531332,Terrelle,Pryor,WR,2011,3,82,"6'04""",228,Ohio State
2532431,Craig,Robertson,OLB,2011,NULL,NULL,"6'01""",234,North Texas
2533131,Matthew,Kalil,T,2012,1,4,"6'07""",315,Southern California
2533059,Morris,Claiborne,CB,2012,1,6,"5'11""",192,Louisiana State
2532789,Mark,Barron,ILB,2012,1,7,"6'02""",225,Alabama
2533056,Luke,Kuechly,MLB,2012,1,9,"6'03""",238,Boston College
2533062,Stephon,Gilmore,CB,2012,1,10,"6'01""",190,South Carolina
2533435,Dontari,Poe,DT,2012,1,11,"6'03""",346,Memphis
2533051,Fletcher,Cox,DT,2012,1,12,"6'04""",310,Mississippi State
2532841,Michael,Floyd,WR,2012,1,13,"6'02""",220,Notre Dame
2533050,Michael,Brockers,DT,2012,1,14,"6'05""",302,Louisiana State
2535718,Damon,Harrison,DT,2012,NULL,NULL,"6'04""",350,William Penn
2535696,Joseph,Banyard,RB,2012,NULL,NULL,"5'10""",221,Texas-El Paso
2534761,Ryan,Davis,DE,2012,NULL,NULL,"6'02""",260,Bethune-Cookman
2535867,Julian,Stanford,ILB,2012,NULL,NULL,"6'01""",230,Wagner
2535693,Johnson,Bademosi,CB,2012,NULL,NULL,"6'00""",206,Stanford
2534871,Derrick,Coleman,FB,2012,NULL,NULL,"6'00""",233,UCLA
2535837,Austin,Pasztor,G,2012,NULL,NULL,"6'07""",305,Virginia
2532878,Leonard,Johnson,CB,2012,NULL,NULL,"5'10""",194,Iowa State
2535866,Bradley,Sowell,T,2012,NULL,NULL,"6'07""",312,Mississippi
2532989,Derrick,Shelby,DE,2012,NULL,NULL,"6'02""",280,Utah
2533005,Jacquies,Smith,DE,2012,NULL,NULL,"6'02""",260,Missouri
2534241,Derek,Carrier,TE,2012,NULL,NULL,"6'04""",244,Beloit
2534819,Marquette,King,P,2012,NULL,NULL,"6'00""",192,Fort Valley State
2535701,Beau,Brinkley,LS,2012,NULL,NULL,"6'04""",260,Missouri
2532887,Jermaine,Kearse,WR,2012,NULL,NULL,"6'01""",209,Washington
2535607,Mike,Remmers,T,2012,NULL,NULL,"6'05""",310,Oregon State
2535890,Travaris,Cadet,RB,2012,NULL,NULL,"6'01""",210,Appalachian State
2535892,Tyrunn,Walker,DT,2012,NULL,NULL,"6'03""",305,Tulsa
2532797,Brandon,Bolden,RB,2012,NULL,NULL,"5'11""",220,Mississippi
2535964,Josh,Bellamy,WR,2012,NULL,NULL,"6'00""",208,Louisville
2539640,Ryan,Allen,P,2013,NULL,NULL,"6'02""",220,Louisiana Tech
2541142,Joshua,Kline,G,2013,NULL,NULL,"6'03""",300,Kent State
2541760,Joseph,Vellano,DT,2013,NULL,NULL,"6'02""",300,Maryland
2540247,Jordan,Devey,G,2013,NULL,NULL,"6'06""",320,Memphis
2541756,Brynden,Trawick,FS,2013,NULL,NULL,"6'02""",225,Troy
2541777,Terence,Garvin,OLB,2013,NULL,NULL,"6'03""",235,West Virginia
2541785,Adam,Thielen,WR,2013,NULL,NULL,"6'02""",200,Minn. State-Mankato
2540197,Nickell,Robey,CB,2013,NULL,NULL,"5'08""",178,Southern California
2552714,Brett,Jones,C,2013,NULL,NULL,"6'02""",318,"Regina, Can."
2541792,Aravious,Armstrong,OLB,2013,NULL,NULL,"6'03""",220,Miami
2541903,Tress,Way,P,2013,NULL,NULL,"6'01""",216,Oklahoma
2540208,Bradley,Wing,P,2013,NULL,NULL,"6'03""",192,Louisiana State
2541944,Russell,Shepard,WR,2013,NULL,NULL,"6'01""",195,Louisiana State
2540003,Damion,Square,NT,2013,NULL,NULL,"6'02""",293,Alabama
2541946,Matthew,Tobin,T,2013,NULL,NULL,"6'06""",303,Iowa
2541187,Demetrius,Harris,TE,2013,NULL,NULL,"6'07""",230,Wisconsin-Milwaukee
2541864,Joshua,Martin,OLB,2013,NULL,NULL,"6'03""",245,Columbia
2539243,Bradley,McDougald,FS,2013,NULL,NULL,"6'01""",209,Kansas
2540287,Rontez,Miles,FS,2013,NULL,NULL,"6'00""",203,"California, Pa."
2540232,John,Doyle,TE,2013,NULL,NULL,"6'06""",262,Western Kentucky
2541832,Jeffrey,Heath,SS,2013,NULL,NULL,"6'01""",212,Saginaw Valley State
2541848,Deon,Lacey,OLB,2013,NULL,NULL,"6'03""",235,West Alabama
2541834,Josh,Hill,TE,2013,NULL,NULL,"6'05""",250,Idaho State
2541851,Timothy,Lelito,G,2013,NULL,NULL,"6'04""",315,Grand Valley State
2541162,Arlandus,Bouye,CB,2013,NULL,NULL,"6'00""",191,Central Florida
2539306,Wes,Horton,DE,2013,NULL,NULL,"6'05""",265,Southern California
2543431,Jeremy,Vujnovich,G,2013,NULL,NULL,"6'05""",300,Louisiana College
2555569,Dexter,McCoil,FS,2016,NULL,NULL,"6'04""",220,Tulsa
2553112,Jason,Myers,K,2015,NULL,NULL,"5'10""",190,Marist
2550150,Luke,Bowanko,C,2014,6,205,"6'06""",300,Virginia
2550155,Matthew,Paradis,C,2014,6,207,"6'03""",300,Boise State
2543695,Jay,Prosch,FB,2014,6,211,"6'01""",255,Auburn
2549896,Marquis,Flowers,OLB,2014,6,212,"6'03""",250,Arizona
2550154,Daniel,McCullers,DT,2014,6,215,"6'07""",352,Tennessee
2543874,Andre,Hal,FS,2014,7,216,"5'10""",195,Vanderbilt
2550163,Michael,Campanaro,WR,2014,7,218,"5'09""",191,Wake Forest
2550164,Travis,Carrie,CB,2014,7,219,"6'00""",204,Ohio
2543706,Shamar,Stephen,NT,2014,7,220,"6'05""",310,Connecticut
2543884,Beau,Allen,DT,2014,7,224,"6'03""",327,Wisconsin
2550353,Allen,Hurns,WR,2014,NULL,NULL,"6'03""",201,Miami
2550398,Christian,Shatley,C,2014,NULL,NULL,"6'03""",310,Clemson
2550416,Joshua,Wells,T,2014,NULL,NULL,"6'06""",306,James Madison
2550565,Adarius,Taylor,MLB,2014,NULL,NULL,"6'01""",230,Florida Atlantic
2550589,Andrew,Norwell,G,2014,NULL,NULL,"6'06""",325,Ohio State
2550559,Brandon,Dunn,NT,2014,NULL,NULL,"6'02""",310,Louisville
2550569,Ryan,Groy,G,2014,NULL,NULL,"6'05""",320,Wisconsin
2550572,Christian,Jones,ILB,2014,NULL,NULL,"6'03""",245,Florida State
2550545,Chris,Boswell,K,2014,NULL,NULL,"6'02""",185,Rice
2552487,Amari,Cooper,WR,2015,1,4,"6'01""",211,Alabama
2552032,Brandon,Scherff,G,2015,1,5,"6'05""",319,Iowa
2552486,Leonard,Williams,DT,2015,1,6,"6'05""",302,Southern California
2553432,Kevin,White,WR,2015,1,7,"6'03""",216,West Virginia
2552301,Victor,Beasley,OLB,2015,1,8,"6'03""",246,Clemson
2552452,Ereck,Flowers,T,2015,1,9,"6'06""",329,Miami
2552475,Todd,Gurley,RB,2015,1,10,"6'01""",227,Georgia
2552448,Trae,Waynes,CB,2015,1,11,"6'00""",190,Michigan State
2552325,Danny,Shelton,DT,2015,1,12,"6'02""",335,Washington
2552455,Andrus,Peat,T,2015,1,13,"6'07""",316,Stanford
2552409,DeVante,Parker,WR,2015,1,14,"6'03""",212,Louisville
2552469,Melvin,Gordon,RB,2015,1,15,"6'01""",215,Wisconsin
2552261,Kevin,Johnson,CB,2015,1,16,"6'00""",185,Wake Forest
2552493,Arik,Armstead,DE,2015,1,17,"6'07""",292,Oregon
2552488,Marcus,Peters,CB,2015,1,18,"6'00""",197,Washington
2552240,Cameron,Erving,T,2015,1,19,"6'05""",313,Florida State
2552600,Nelson,Agholor,WR,2015,1,20,"6'00""",198,Southern California
2552355,Cedric,Ogbuehi,T,2015,1,21,"6'05""",310,Texas A&M
2552289,Alvin,Dupree,OLB,2015,1,22,"6'04""",269,Kentucky
2552626,DeMarcus,Humphries,T,2015,1,24,"6'05""",307,Florida
2552447,Sha'Quille,Thompson,OLB,2015,1,25,"6'00""",230,Washington
2552597,Breshad,Perriman,WR,2015,1,26,"6'02""",215,Central Florida
2552568,Byron,Jones,FS,2015,1,27,"6'00""",199,Connecticut
2552345,Laken,Tomlinson,G,2015,1,28,"6'03""",312,Duke
2552424,Phillip,Dorsett,WR,2015,1,29,"5'10""",185,Miami
2552266,Anthony,Chickillo,OLB,2015,6,212,"6'03""",255,Miami
2552602,Christian,Covington,DE,2015,6,216,"6'02""",305,Rice
2552674,Rakeem,Nunez-Roches,DT,2015,6,217,"6'02""",307,Southern Mississippi
2552313,Hayes,Pullard,MLB,2015,7,219,"6'00""",240,Southern California
2553451,Neal,Sterling,WR,2015,7,220,"6'03""",257,"Monmouth, N.J."
2553452,Austin,Reiter,C,2015,7,222,"6'02""",300,South Florida
2552307,Bryce,Hager,ILB,2015,7,224,"6'01""",237,Baylor
2552335,Bobby,Hart,T,2015,7,226,"6'05""",334,Florida State
2552396,Benjamin,Koyack,TE,2015,7,229,"6'05""",258,Notre Dame
2552441,Edmond,Robinson,OLB,2015,7,232,"6'03""",245,Newberry
2552684,Mark,Nzeocha,MLB,2015,7,236,"6'03""",239,Wyoming
2552268,Brian,Mihalik,T,2015,7,237,"6'09""",315,Boston College
2550166,Ulrick,John,T,2014,7,232,"6'05""",307,Georgia State
2550160,Terrence,Fede,DE,2014,7,234,"6'04""",267,Marist
2549926,Shelby,Harris,DE,2014,7,235,"6'02""",290,Illinois State
2543750,Jeff,Janis,WR,2014,7,236,"6'03""",219,Saginaw Valley State
2550167,Corey,Nelson,ILB,2014,7,242,"6'01""",226,Oklahoma
2550169,Charles,Leno,T,2014,7,246,"6'03""",305,Boise State
2543637,Terrance,Mitchell,CB,2014,7,254,"5'11""",190,Oregon
2550205,Jonotthan,Harrison,C,2014,NULL,NULL,"6'04""",300,Florida
2550228,Dewey,McDonald,OLB,2014,NULL,NULL,"6'00""",229,"California, Pa."
2550189,Isaiah,Crowell,RB,2014,NULL,NULL,"5'11""",225,Alabama State
2550256,Willie,Snead,WR,2014,NULL,NULL,"5'11""",195,Ball State
2550257,Daniel,Sorensen,SS,2014,NULL,NULL,"6'02""",208,Brigham Young
2550268,Charcandrick,West,RB,2014,NULL,NULL,"5'10""",205,Abilene Christian
2550272,Albert,Wilson,WR,2014,NULL,NULL,"5'09""",200,Georgia State
2550198,Bennie,Fowler,WR,2014,NULL,NULL,"6'01""",212,Michigan State
2550210,James,Hurst,G,2014,NULL,NULL,"6'05""",317,North Carolina
2550230,Jamie,Meder,DT,2014,NULL,NULL,"6'03""",308,Ashland
2550236,Ayodeji,Olatoye,CB,2014,NULL,NULL,"6'01""",205,North Carolina A&T
2550284,Lawrence,Burton,TE,2014,NULL,NULL,"6'03""",235,Florida
2550289,David,Fluellen,RB,2014,NULL,NULL,"5'11""",224,Toledo
2550235,Roosevelt,Nix,FB,2014,NULL,NULL,"5'11""",248,Kent State
2550246,Bernard,Reedy,WR,2014,NULL,NULL,"5'09""",175,Toledo
2550196,Jayrone,Elliott,OLB,2014,NULL,NULL,"6'03""",240,Toledo
2550242,Michael,Pennel,NT,2014,NULL,NULL,"6'04""",332,Colorado State-Pueblo
2550262,Joe,Thomas,ILB,2014,NULL,NULL,"6'01""",227,South Carolina State
2550285,Brockway,Coyle,MLB,2014,NULL,NULL,"6'01""",245,Montana
2550312,Kerry,Wynn,DE,2014,NULL,NULL,"6'05""",264,Richmond
2550206,Ryan,Hewitt,TE,2014,NULL,NULL,"6'04""",255,Stanford
2550208,Trey,Hopkins,G,2014,NULL,NULL,"6'03""",310,Texas
2550495,Justin,McCray,G,2014,NULL,NULL,"6'03""",317,Central Florida
2550328,Brandon,Coleman,WR,2014,NULL,NULL,"6'06""",225,Rutgers
2550380,Andrew,Parkey,K,2014,NULL,NULL,"6'00""",190,Auburn
2550481,Orleans,Darkwa,RB,2014,NULL,NULL,"6'00""",215,Tulane
2550493,Tyler,Larsen,G,2014,NULL,NULL,"6'04""",325,Utah State
2550503,Garrison,Smith,DT,2014,NULL,NULL,"6'01""",295,Georgia
2550512,Damien,Williams,RB,2014,NULL,NULL,"5'11""",224,Oklahoma
2550437,Josh,Mauro,DT,2014,NULL,NULL,"6'06""",282,Stanford
2550404,Anthony,Steen,G,2014,NULL,NULL,"6'04""",320,Alabama
2550325,Chandler,Catanzaro,K,2014,NULL,NULL,"6'03""",200,Clemson
2550468,Garry,Gilliam,T,2014,NULL,NULL,"6'05""",315,Penn State
2550460,Tenny,Palepoi,DT,2014,NULL,NULL,"6'01""",298,Utah
2550462,Jeremiah,Sirles,G,2014,NULL,NULL,"6'06""",315,Nebraska
2550361,Zachary,Kerin,G,2014,NULL,NULL,"6'04""",305,Toledo
2550364,Casey,Kreiter,LS,2014,NULL,NULL,"6'01""",250,Iowa
2550400,Alton,Smith,FB,2014,NULL,NULL,"6'00""",232,San Jose State
2550449,Ethan,Westbrooks,DE,2014,NULL,NULL,"6'04""",283,West Texas A&M
2550532,Robert,Thomas,DT,2014,NULL,NULL,"6'01""",331,Arkansas
2550528,Brent,Qvale,T,2014,NULL,NULL,"6'07""",315,Nebraska
2550521,Xavier,Grimble,TE,2014,NULL,NULL,"6'04""",261,Southern California
2550541,Shaquil,Barrett,OLB,2014,NULL,NULL,"6'02""",250,Colorado State
2550575,Zachariah,Kerr,DE,2014,NULL,NULL,"6'02""",334,Delaware
2552389,Damarious,Randall,CB,2015,1,30,"5'11""",196,Arizona State
2552321,Stephone,Anthony,MLB,2015,1,31,"6'03""",245,Clemson
2552483,Malcom,Brown,DT,2015,1,32,"6'02""",320,Texas
2552454,Landon,Collins,SS,2015,2,33,"6'00""",225,Alabama
2552460,Donovan,Smith,T,2015,2,34,"6'06""",338,Penn State
2553433,Mario,Edwards,DE,2015,2,35,"6'03""",280,Florida State
2552276,Preston,Smith,OLB,2015,2,38,"6'05""",265,Mississippi State
2552489,Eddie,Goldman,NT,2015,2,39,"6'04""",320,Florida State
2552458,Devin,Funchess,WR,2015,2,41,"6'04""",225,Michigan
2552490,Benardrick,McKinney,ILB,2015,2,43,"6'04""",260,Mississippi State
2552292,Hau'oli,Kikaha,DE,2015,2,44,"6'03""",246,Washington
2552312,Eric-Nathan,Kendricks,MLB,2015,2,45,"6'00""",232,UCLA
2552391,Jaquiski,Tartt,SS,2015,2,46,"6'01""",221,Samford
2552255,Nelson,Rowe,CB,2015,2,47,"6'01""",205,Utah
2552668,Mitchell,Morse,C,2015,2,49,"6'06""",305,Missouri
2552689,Ronald,Darby,CB,2015,2,50,"5'11""",193,Florida State
2552299,Nathaniel,Orchard,DE,2015,2,51,"6'04""",255,Utah
2552492,Jordan,Phillips,DT,2015,2,52,"6'06""",333,Oklahoma
2552360,Jake,Fisher,T,2015,2,53,"6'06""",305,Oregon
2552374,Ameer,Abdullah,RB,2015,2,54,"5'09""",203,Nebraska
2552468,Maxx,Williams,TE,2015,2,55,"6'04""",257,Minnesota
2552363,Robert,Havenstein,T,2015,2,57,"6'08""",328,Wisconsin
2552273,Markus,Golden,OLB,2015,2,58,"6'03""",260,Missouri
2552366,Tyler,Sambrailo,T,2015,2,59,"6'05""",315,Colorado State
2552332,Alexander,Marpet,C,2015,2,61,"6'04""",307,Hobart
2552263,Quinten,Rollins,CB,2015,2,62,"5'11""",195,"Miami, O."
2552629,Frank,Clark,DE,2015,2,63,"6'03""",260,Michigan
2552392,Jordan,Richards,SS,2015,2,64,"5'11""",210,Stanford
2552330,Aaron,Cann,G,2015,3,67,"6'03""",315,South Carolina
2552397,Clive,Walford,TE,2015,3,68,"6'04""",258,Miami
2552430,Tyler,Lockett,WR,2015,3,69,"5'10""",182,Kansas State
2552463,Jaelen,Strong,WR,2015,3,70,"6'02""",205,Arizona State
2552245,Hroniss,Grasu,C,2015,3,71,"6'03""",301,Oregon
2552340,Jamon,Brown,G,2015,3,72,"6'04""",330,Louisville
2552453,Tevin,Coleman,RB,2015,3,73,"6'01""",210,Indiana
2552652,Christian,Conley,WR,2015,3,76,"6'03""",205,Georgia
2552461,Randy,Johnson,RB,2015,3,77,"5'09""",210,Miami
2552484,Kenneth,Williams,CB,2015,3,78,"6'00""",196,Florida State
